analysis_set,analysis_tier,cohort,outcome,outcome_label,model_type,adjustment,term,term_label,reference,log_or,or,ci_low,ci_high,p_value
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,expanded_core,C(cov_marital_status_raw)[T.8.0],8.0,1,-0.349436,0.7051,0.4917,1.0111,0.05747
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,expanded_core,C(cov_smoking_raw)[T.1.0],1.0,1,-0.046121,0.9549,0.7544,1.2088,0.701414
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,expanded_core,C(cov_drinking_raw)[T.1.0],1.0,1,-0.063702,0.9383,0.799,1.1018,0.437159
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,expanded_core,C(cov_rural_region_raw)[T.1.0],1.0,1,0.054235,1.0557,0.8799,1.2667,0.559639
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,expanded_core,C(cov_physical_activity_raw)[T.3.0],3.0,1,0.208102,1.2313,0.9352,1.6213,0.138199
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,expanded_core,C(cov_physical_activity_raw)[T.4.0],4.0,1,-0.057349,0.9443,0.6759,1.3193,0.736786
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,expanded_core,C(cov_physical_activity_raw)[T.5.0],5.0,1,0.115008,1.1219,0.9105,1.3824,0.280291
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,expanded_core,age,age,1,-0.029232,0.9712,0.962,0.9805,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,Intercept,Intercept,1,-3.089878,0.0455,0.0183,0.113,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.309694,1.363,1.1628,1.5977,0.000133
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,-0.328788,0.7198,0.5687,0.9111,0.006243
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,1,0.222592,1.2493,1.0278,1.5186,0.025425
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,1,-0.048545,0.9526,0.6155,1.4743,0.82754
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.4.0],4.0,1,-0.732368,0.4808,0.1627,1.4204,0.185158
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,1,-0.044853,0.9561,0.5431,1.6834,0.876495
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,1,-0.000619,0.9994,0.8332,1.1987,0.99468
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,1,-0.576677,0.5618,0.1596,1.9773,0.369102
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,1,0.534428,1.7065,1.1328,2.5707,0.010577
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,1,0.005265,1.0053,0.8299,1.2177,0.957065
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,age,age,1,0.023264,1.0235,1.0139,1.0332,1e-06
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,cov_bmi,cov_bmi,1,0.024215,1.0245,0.9991,1.0506,0.058907
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,Intercept,Intercept,1,-4.609173,0.01,0.0051,0.0195,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,-0.315397,0.7295,0.6007,0.8859,0.001461
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,-0.745486,0.4745,0.3887,0.5793,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,1,-0.661424,0.5161,0.3662,0.7275,0.000159
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,1,-0.846496,0.4289,0.1838,1.001,0.050261
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.2.0],2.0,1,0.29405,1.3419,0.9866,1.825,0.060936
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,1,-0.81315,0.4435,0.1445,1.3607,0.155174
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,1,-0.101348,0.9036,0.7575,1.0779,0.260139
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,1,0.295523,1.3438,0.5345,3.3785,0.529822
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,1,-0.036985,0.9637,0.7488,1.2402,0.773815
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,1,0.178335,1.1952,1.0068,1.419,0.04164
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,age,age,1,0.064078,1.0662,1.0569,1.0755,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,cov_bmi,cov_bmi,1,0.000211,1.0002,0.9855,1.0152,0.977792
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,Intercept,Intercept,1,-6.403908,0.0017,0.001,0.0028,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.393418,1.482,1.3328,1.648,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.397544,1.4882,1.2474,1.7754,1e-05
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,0.335855,1.3991,1.1502,1.7019,0.00078
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.5]",5,1,-0.053194,0.9482,0.7703,1.1673,0.615939
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,1,-0.210881,0.8099,0.7267,0.9025,0.000136
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,1,-0.309247,0.734,0.6271,0.8591,0.000117
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.2.0],2.0,1,0.193647,1.2137,0.5786,2.546,0.608442
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.4.0],4.0,1,0.162116,1.176,0.8339,1.6585,0.355381
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,1,0.213496,1.238,1.0677,1.4354,0.004686
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,1,0.106322,1.1122,0.9926,1.2461,0.066915
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.8.0],8.0,1,-0.011222,0.9888,0.7573,1.2912,0.934303
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,1,-18.868935,0.0,0.0,inf,0.999151
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,1,0.23367,1.2632,1.1029,1.4468,0.000737
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,1,-0.272568,0.7614,0.6911,0.8389,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,age,age,1,0.067491,1.0698,1.0637,1.0759,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,cov_bmi,cov_bmi,1,0.047419,1.0486,1.0398,1.0574,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,Intercept,Intercept,1,-1.948323,0.1425,0.0655,0.3101,1e-06
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,-25.355025,0.0,0.0,inf,0.998568
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,3.419337,30.5492,25.1171,37.156,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,4.639663,103.5095,78.6349,136.2526,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,1,-0.249679,0.7791,0.6401,0.9482,0.012765
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,1,-0.33359,0.7163,0.5558,0.9232,0.009953
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.3.0],3.0,1,0.118646,1.126,0.5702,2.2235,0.732527
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.4.0],4.0,1,-0.290093,0.7482,0.3422,1.6358,0.467301
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,1,-0.226582,0.7973,0.5815,1.0931,0.159434
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,1,-0.181974,0.8336,0.6816,1.0196,0.076556
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.8.0],8.0,1,-0.366964,0.6928,0.4826,0.9947,0.046699
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,1,-0.001827,0.9982,0.7882,1.2642,0.987906
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,1,-0.004694,0.9953,0.8474,1.169,0.954389
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,age,age,1,-0.026833,0.9735,0.9644,0.9828,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,endotype,minimal_plus_bmi,cov_bmi,cov_bmi,1,0.023252,1.0235,1.008,1.0393,0.002923
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,Intercept,Intercept,low,-2.711276,0.0665,0.0357,0.1236,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,-0.215751,0.8059,0.6744,0.9632,0.017674
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,-0.598948,0.5494,0.444,0.6798,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.2.0],2.0,low,0.124259,1.1323,0.9321,1.3756,0.210764
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.3.0],3.0,low,-0.224058,0.7993,0.5172,1.2351,0.312943
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,low,-0.667109,0.5132,0.1742,1.5115,0.226126
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,low,-0.066365,0.9358,0.5353,1.6359,0.815869
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,low,0.001622,1.0016,0.8382,1.1969,0.985754
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,low,-0.527763,0.5899,0.1678,2.0736,0.410582
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,low,0.626983,1.872,1.2696,2.7601,0.001551
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,low,-0.025695,0.9746,0.8067,1.1775,0.790006
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,age,age,low,0.031657,1.0322,1.0221,1.0423,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,Intercept,Intercept,low,-4.415676,0.0121,0.0074,0.0197,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.626336,1.8707,1.6112,2.1722,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.594384,1.8119,1.5549,2.1114,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.2.0],2.0,low,-0.545459,0.5796,0.4275,0.7858,0.000444
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.3.0],3.0,low,-0.489498,0.6129,0.3088,1.2165,0.161646
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.2.0],2.0,low,0.196347,1.2169,0.9143,1.6198,0.178417
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,low,-0.217303,0.8047,0.3343,1.9367,0.62773
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,low,-0.142012,0.8676,0.7361,1.0227,0.090496
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,low,0.108337,1.1144,0.5022,2.4729,0.789929
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,low,0.026727,1.0271,0.8146,1.295,0.8212
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,low,0.068917,1.0713,0.9127,1.2576,0.399365
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,age,age,low,0.051805,1.0532,1.0449,1.0616,0.0
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,Intercept,Intercept,low,-6.633264,0.0013,0.0007,0.0025,0.0
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.512178,1.6689,1.3709,2.0318,0.0
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.77008,2.1599,1.7642,2.6445,0.0
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.2.0],2.0,low,0.081847,1.0853,0.9219,1.2776,0.325431
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.3.0],3.0,low,-0.320456,0.7258,0.5297,0.9946,0.046195
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,low,0.32904,1.3896,0.7185,2.6875,0.328189
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,low,0.18962,1.2088,0.9448,1.5466,0.131503
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,low,0.176666,1.1932,0.9933,1.4334,0.058986
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.8.0],8.0,low,0.309442,1.3627,0.9761,1.9024,0.069101
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,low,0.380491,1.463,1.206,1.7747,0.000113
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,low,-0.078896,0.9241,0.7571,1.128,0.43788
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,age,age,low,0.075621,1.0786,1.069,1.0882,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,Intercept,Intercept,low,-4.457338,0.0116,0.0081,0.0167,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.431697,1.5399,1.3757,1.7236,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.674502,1.9631,1.7369,2.2186,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.2.0],2.0,low,-0.156784,0.8549,0.7673,0.9525,0.004485
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.3.0],3.0,low,-0.221167,0.8016,0.684,0.9394,0.006277
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.2.0],2.0,low,0.126438,1.1348,0.5538,2.3254,0.729795
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,low,0.137408,1.1473,0.8186,1.608,0.425012
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,low,0.208074,1.2313,1.0649,1.4237,0.004966
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,low,0.078261,1.0814,0.9663,1.2102,0.172942
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.8.0],8.0,low,0.017965,1.0181,0.7844,1.3216,0.89263
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,low,-18.943572,0.0,0.0,inf,0.999148
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,low,0.08519,1.0889,0.955,1.2416,0.20319
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,low,-0.26451,0.7676,0.6977,0.8445,0.0
