cohort,role,lfo_model_n,events,event_pct,reference_class,highest_crude_risk_class,reference_event_pct,highest_event_pct,crude_risk_difference_pct,crude_risk_difference_ci_pct,crude_risk_ratio,crude_risk_ratio_ci,adjusted_risk_ratio,adjusted_risk_ratio_ci,adjusted_risk_difference_pct,adjusted_model_status,profile_auc,continuous_auc,delta_auc_profile_minus_continuous,delta_auc_ci,delta_aic_continuous_minus_profile_per_1000,interpretation
SHARE,Validation-downgraded sensitivity,12198,1523,12.485653385800951,1,4,8.315640481245577,28.15286624203821,19.83722576079263,16.6 to 23.1,3.3855319148936163,2.94 to 3.90,2.347730967478192,2.03 to 2.72,11.811404557663579,modified Poisson robust SE,0.6957147008938662,0.7502574882250457,-0.0545427873311794,-0.067 to -0.045,-44.39911372180089,removed from main table; sensitivity only
KLoSA,Functional bridge sensitivity,3834,1144,29.83828899321857,1,3,26.83315621679065,35.26717557251908,8.434019355728427,4.3 to 12.6,1.3143133549996218,1.16 to 1.49,1.199451332165977,1.05 to 1.37,5.484228104755939,modified Poisson robust SE,0.5645852288974966,0.5758044232718954,-0.0112191943743987,-0.024 to -0.002,-2.4530986077531325,removed from main table; sensitivity only
