analysis_set,analysis_tier,cohort,outcome,outcome_label,model_type,adjustment,term,term_label,reference,log_or,or,ci_low,ci_high,p_value
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,unadjusted,"C(endotype_class, Treatment(reference='1'))[T.5]",5,1,-0.807554,0.4459,0.365,0.5449,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,unadjusted,Intercept,Intercept,1,0.062024,1.064,1.0081,1.1229,0.024166
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,unadjusted,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,-0.315971,0.7291,0.6738,0.7889,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,unadjusted,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,-0.009838,0.9902,0.8828,1.1107,0.866682
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,unadjusted,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,-0.134205,0.8744,0.7463,1.0246,0.096921
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,Intercept,Intercept,1,-0.987642,0.3725,0.2332,0.595,3.6e-05
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,-0.260904,0.7704,0.6599,0.8993,0.000952
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,-0.638456,0.5281,0.419,0.6656,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,age,age,1,0.004652,1.0047,0.9973,1.012,0.21241
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,Intercept,Intercept,1,0.512102,1.6688,1.1172,2.4927,0.012371
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.080329,1.0836,0.919,1.2778,0.339401
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.117402,1.1246,0.9664,1.3086,0.129026
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,age,age,1,-0.009791,0.9903,0.9838,0.9967,0.003301
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,Intercept,Intercept,1,1.291622,3.6387,2.5013,5.2932,0.0
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.169392,1.1846,1.0306,1.3616,0.017107
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.278928,1.3217,1.072,1.6296,0.009035
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,0.059198,1.061,0.857,1.3135,0.586788
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.5]",5,1,0.31395,1.3688,1.1133,1.6829,0.002898
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,age,age,1,-0.013443,0.9866,0.9808,0.9925,8e-06
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,Intercept,Intercept,1,4.022513,55.8412,40.7975,76.4322,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,-0.35107,0.7039,0.6332,0.7826,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,-0.469332,0.6254,0.5267,0.7426,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,-0.20201,0.8171,0.6706,0.9955,0.045036
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.5]",5,1,-0.676224,0.5085,0.4188,0.6175,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,age,age,1,-0.043258,0.9577,0.9532,0.9621,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,Intercept,Intercept,1,2.939991,18.9157,12.9975,27.5287,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,-0.642157,0.5262,0.4676,0.5921,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,-1.45335,0.2338,0.1933,0.2827,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,-0.360185,0.6975,0.5612,0.8671,0.001175
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.5]",5,1,-0.551973,0.5758,0.468,0.7084,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,age,age,1,-0.04141,0.9594,0.9537,0.9652,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,Intercept,Intercept,1,-0.597801,0.55,0.4313,0.7014,1e-06
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,-0.353599,0.7022,0.6481,0.7607,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,-0.096539,0.908,0.806,1.0229,0.11236
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,-0.284145,0.7527,0.6365,0.8901,0.000897
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age_adjusted,age,age,1,0.01081,1.0109,1.0069,1.0148,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,Intercept,Intercept,low,-0.796668,0.4508,0.4011,0.5067,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,-0.327431,0.7208,0.6048,0.859,0.000255
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.083991,1.0876,0.923,1.2816,0.315911
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,Intercept,Intercept,low,-0.095011,0.9094,0.8314,0.9946,0.037744
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.026755,1.0271,0.9042,1.1667,0.68066
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.062901,1.0649,0.9384,1.2085,0.329634
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,Intercept,Intercept,low,0.450572,1.5692,1.4281,1.7243,0.0
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.080755,1.0841,0.9437,1.2454,0.253826
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.162805,1.1768,1.027,1.3485,0.019117
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,Intercept,Intercept,low,1.159562,3.1885,2.9429,3.4547,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,-0.780465,0.4582,0.411,0.5108,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,-0.144787,0.8652,0.7736,0.9677,0.011235
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,Intercept,Intercept,low,0.259697,1.2965,1.1899,1.4127,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,-0.807014,0.4462,0.394,0.5053,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,-0.206904,0.8131,0.7205,0.9176,0.000794
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,Intercept,Intercept,low,-0.108072,0.8976,0.8448,0.9536,0.000467
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.028744,1.0292,0.9427,1.1236,0.520998
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,unadjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.088505,1.0925,1.0029,1.1902,0.042775
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,Intercept,Intercept,low,-1.146334,0.3178,0.1926,0.5245,7e-06
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,-0.40982,0.6638,0.5381,0.8188,0.00013
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.045622,1.0467,0.8807,1.244,0.604639
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,age,age,low,0.00592,1.0059,0.9977,1.0143,0.159122
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,Intercept,Intercept,low,0.473338,1.6053,1.0746,2.3982,0.02081
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.074015,1.0768,0.9441,1.2283,0.270269
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.084746,1.0884,0.9582,1.2364,0.192452
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,age,age,low,-0.009592,0.9905,0.9839,0.997,0.004419
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,Intercept,Intercept,low,1.27559,3.5808,2.4581,5.2163,0.0
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.205477,1.2281,1.0574,1.4264,0.00714
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.232467,1.2617,1.0969,1.4513,0.001133
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,age,age,low,-0.013694,0.9864,0.9805,0.9924,9e-06
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,Intercept,Intercept,low,3.856526,47.3008,34.5315,64.7919,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,-0.479885,0.6189,0.5516,0.6944,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.037856,1.0386,0.9253,1.1657,0.520597
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,age,age,low,-0.042338,0.9585,0.954,0.9631,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,Intercept,Intercept,low,2.445153,11.5323,8.0002,16.6238,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,-0.606541,0.5452,0.4791,0.6204,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,-0.129202,0.8788,0.7773,0.9936,0.039163
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,age,age,low,-0.036674,0.964,0.9583,0.9698,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,Intercept,Intercept,low,-0.634154,0.5304,0.4176,0.6736,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,-0.04598,0.9551,0.8695,1.049,0.336683
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.058742,1.0605,0.9725,1.1565,0.184068
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,severity_tertile,age_adjusted,age,age,low,0.008723,1.0088,1.0049,1.0126,8e-06
