cohort,tier,validation_n,events,event_pct,reference_class,reference_event_pct,highest_risk_class,highest_risk_event_pct,absolute_risk_difference_pct,adjusted_or_highest_vs_class1,ci_low,ci_high,p_value,profile_auc,continuous_three_domain_auc,delta_auc_profile_minus_continuous,delta_aic_continuous_minus_profile_per_1000,claim_status
CHARLS,Strict,5687,1765,31.035695445753475,1,21.50735294117647,3,39.834881320949435,18.327528379772964,1.9637303975619138,1.5320182081966365,2.5170961113105252,9.942220218969424e-08,0.6455601654356264,0.6602755141693621,-0.0147153487337357,-9.046032122812884,within-cohort association
ELSA,Strict,4562,1180,25.865848312143797,1,21.085858585858585,5,42.16417910447761,21.078320518619027,1.2793168147304899,0.9589538034662609,1.706705272492044,0.09394045109230174,0.7497262426204532,0.7564481452154477,-0.0067219025949945,-7.976416545169295,within-cohort association
HRS,Strict,9430,3546,37.6033934252386,1,28.384393820371823,4,51.76110260336907,23.376708782997245,1.689455978047595,1.4126809985980298,2.020457204841983,9.210830706198127e-09,0.7010757278430173,0.7089908565026497,-0.007915128659632398,-6.660753217725341,within-cohort association
MHAS,Strict,5434,1434,26.389400073610602,1,20.60702875399361,3,36.646884272997035,16.039855519003424,2.0285873574589908,1.6782366236295263,2.4520777397543445,2.628447795451559e-13,0.675903591352859,0.677640080195258,-0.0017364888423989644,-1.9383144338455414,within-cohort association
SHARE,Strict,12198,1523,12.485653385800951,1,8.315640481245577,4,28.152866242038215,19.837225760792638,2.9661853894935586,2.4569964208719477,3.5808988935045725,1.106768810921188e-29,0.6957147008938662,0.7502574882250457,-0.054542787331179454,-44.39911372180089,validation downgraded
KLoSA,Bridge,3834,1144,29.83828899321857,1,26.83315621679065,3,35.26717557251908,8.43401935572843,1.3342570196239691,1.0941882473373117,1.6269977298221074,0.004380759671591939,0.5645852288974966,0.5758044232718954,-0.011219194374398778,-2.4530986077531325,bridge sensitivity
