cohort,domain,variable,nonmissing,nonmissing_pct,sample_values
SHARE,cardiometabolic_chronic,radiaghchol,69781,21.32,40|78|66|55|77|49|52|46
SHARE,id_time_death,radiagparkin,1677,0.51,55|62|80|71|74|49|81|65
SHARE,id_time_death,radiagcatrct,23941,7.32,59|68|75|64|70|69|61|57
SHARE,id_time_death,radiaghip,6345,1.94,48|56|12|50|16|73|65|79
SHARE,id_time_death,radiagulcer,18733,5.72,75|18|33|47|40|61|58|65
SHARE,id_time_death,radiagasthma,7297,2.23,60|31|59|25|30|58|65|51
SHARE,id_time_death,radiagosteo,11972,3.66,68|52|65|50|63|40|60|54
SHARE,id_time_death,radiagpsych,4678,1.43,53|72|44|42|51|40|35|74
SHARE,affective,radiagpsych,4678,1.43,53|72|44|42|51|40|35|74
SHARE,id_time_death,radiagkidney,731,0.22,63|72|66|78|51|53|59|38
SHARE,cardiometabolic_chronic,rxhibp,325837,99.56,0|1
SHARE,cardiometabolic_chronic,rxdiab,325837,99.56,0|1
SHARE,cardiometabolic_chronic,rxheart,325837,99.56,0|1
SHARE,cardiometabolic_chronic,rxhchol,325837,99.56,0|1
SHARE,affective,rxpsych,325837,99.56,0|1
SHARE,affective,rxsleep,325837,99.56,0|1
SHARE,id_time_death,radiagalzdem,2103,0.64,0|82|50|79|76|85|72|49
SHARE,cardiometabolic_chronic,height,321765,98.32,1.72000002861023|1.69000005722046|1.66999995708466|1.6599999666214|1.67999994754791|1.74000000953674|1.80999994277954|1.82000005245209
SHARE,cardiometabolic_chronic,weight,320858,98.04,97|60|89|87|67|70|78|88
SHARE,cardiometabolic_chronic,bmi,317368,96.98,32.7879905700684|20.2812328338623|31.1613712310791|30.4611167907715|24.0238094329834|25.4028167724609|27.6360569000244|29.0659255981445
SHARE,functional,hearing,326067,99.63,5|4|3|1|2
SHARE,functional,fall_s,326079,99.64,0|1
SHARE,lifestyle_covariate,vgactx,325428,99.44,3|5|4|2
SHARE,lifestyle_covariate,mdactx,325470,99.45,2|5|4|3
SHARE,lifestyle_covariate,drinkxw,325449,99.44,1|0
SHARE,lifestyle_covariate,drinkb,294685,90.04,0|1
SHARE,lifestyle_covariate,smokev,323784,98.94,0|1
SHARE,lifestyle_covariate,smoken,266142,81.32,0|1
SHARE,lifestyle_covariate,smokef,172200,52.62,0|10|15|2|4|20|30|7
SHARE,cognitive,slfmem,186906,57.11,4|3|2|5|1
SHARE,cognitive,orient,259497,79.29,4|3|0|2|1
SHARE,female_specific,child,327266,100.0,4|2|0|6|3|5|1|8
SHARE,functional,dadliv,307453,93.95,1|0
SHARE,cardiometabolic_chronic,pubpen,325122,99.34,0|1
SHARE,functional,lgrip1,294860,90.1,43|35|40|24|20|22|16|23
SHARE,functional,lgrip2,294686,90.04,42|34|37|24|23|19|17|20
SHARE,functional,rgrip1,295087,90.17,45|37|42|40|26|20|24|18
SHARE,functional,rgrip2,294887,90.11,43|37|36|25|23|21|17|20
SHARE,functional,lgrip,294865,90.1,43|35|40|24|20|23|17|22
SHARE,functional,rgrip,295093,90.17,45|37|42|40|26|23|24|18
SHARE,functional,gripcomp,322875,98.66,1|0
SHARE,functional,raccbath,243083,74.28,0|1
SHARE,lifestyle_covariate,raccwaterc,243083,74.28,1|0
SHARE,lifestyle_covariate,raccwaterh,243083,74.28,0|1
SHARE,functional,racctoilet,243083,74.28,1|0
SHARE,functional,raccheating,243083,74.28,0|1
SHARE,id_time_death,radadeducl,244460,74.7,1|2|3
SHARE,lifestyle_covariate,radadeducl,244460,74.7,1|2|3
SHARE,lifestyle_covariate,ramomeducl,249648,76.28,1|2|3
SHARE,id_time_death,radadoccup,25568,7.81,4|1|2
SHARE,affective,satlifez,287203,87.76,3.07412083832434|-0.252917333846606|-0.775130022183845|-1.32077670451985|-0.192402144620885|-0.237478490616304|-0.231321512822177|-0.481375035572198
SHARE,affective,satlife,287203,87.76,2|8|9|10|7|5|0|6
SHARE,lifestyle_covariate,act1,252251,77.08,0|1
SHARE,lifestyle_covariate,act2,252251,77.08,0|1
SHARE,lifestyle_covariate,act3,252251,77.08,0|1
SHARE,lifestyle_covariate,act5,252251,77.08,0|1
SHARE,lifestyle_covariate,act6,252251,77.08,0|1
SHARE,lifestyle_covariate,act7,252251,77.08,0|1
SHARE,lifestyle_covariate,act8,252251,77.08,0|1
SHARE,lifestyle_covariate,freq_act1,252211,77.07,0|2|1|4|3
SHARE,lifestyle_covariate,freq_act2,252216,77.07,0|1|2|3|4
SHARE,lifestyle_covariate,freq_act3,252210,77.07,0|1|3|2|4
SHARE,lifestyle_covariate,freq_act5,252240,77.07,0|1|3|2|4
SHARE,lifestyle_covariate,freq_act6,252191,77.06,0|4|3|2|1
SHARE,lifestyle_covariate,freq_act7,252221,77.07,0|4|3|2|1
SHARE,lifestyle_covariate,freq_act8,252222,77.07,0|2|1|4|3
SHARE,functional,frailtyb,259718,79.36,8.62068939208984|6.66666650772095|16.1494255065918|35.3160934448242|28.3333339691162|36.8678169250488|48.8793106079102|8.18965530395508
SHARE,lifestyle_covariate,drink3m,190091,58.08,1|0
SHARE,lifestyle_covariate,drinkx,190091,58.08,2|0|4|1|3
SHARE,female_specific,oophmc,0,0.0,
SHARE,female_specific,oophos1y,215589,65.88,0|300|55|37|80|50|960|140
SHARE,functional,walkcomp,9042,2.76,1|0
SHARE,lifestyle_covariate,drinkev,139520,42.63,1|0
SHARE,female_specific,oophmcr1y,215589,65.88,0|2000|400|720|300|3000|360|3300
SHARE,lifestyle_covariate,act4,76415,23.35,0|1
SHARE,lifestyle_covariate,freq_act4,76409,23.35,0|4|3|1|2
