cohort,model_type,weighting,weight_variable,n,events,event_pct_unweighted,event_pct_weighted,auc,aic_or_pseudo_aic,weight_mean,weight_p01,weight_p99,design_note
HRS,lfo_profile,unweighted,wtresp,9081,3478,38.29974672392908,38.29974672392908,0.693310502660357,11145.087025543693,3467.113093271666,834.8,10567.200000000506,weight-only normalized GLM; no cleaned PSU/strata available in current model frame
HRS,lfo_profile,weight_only_norm,wtresp,9081,3478,38.29974672392908,36.54211323323907,0.7054309780469316,10867.117921910507,3467.113093271666,834.8,10567.200000000506,weight-only normalized GLM; no cleaned PSU/strata available in current model frame
HRS,lfo_profile,weight_only_trim99,wtresp,9081,3478,38.29974672392908,36.577108641621734,0.705551752420112,10869.221397948933,3467.113093271666,834.8,10567.200000000506,weight-only normalized GLM; no cleaned PSU/strata available in current model frame
HRS,continuous_three_domain,unweighted,wtresp,9081,3478,38.29974672392908,38.29974672392908,0.7014262773259663,11083.577391066661,3467.113093271666,834.8,10567.200000000506,weight-only normalized GLM; no cleaned PSU/strata available in current model frame
HRS,continuous_three_domain,weight_only_norm,wtresp,9081,3478,38.29974672392908,36.54211323323907,0.712800681007329,10806.28634817143,3467.113093271666,834.8,10567.200000000506,weight-only normalized GLM; no cleaned PSU/strata available in current model frame
HRS,continuous_three_domain,weight_only_trim99,wtresp,9081,3478,38.29974672392908,36.577108641621734,0.7128842913654345,10808.460933402646,3467.113093271666,834.8,10567.200000000506,weight-only normalized GLM; no cleaned PSU/strata available in current model frame
