analysis_set,analysis_tier,cohort,aic_endotype_age,aic_four_domain_scores_age,aic_severity_score_age,auc_endotype_age,auc_four_domain_scores_age,auc_severity_score_age,event_pct_endotype_age,event_pct_four_domain_scores_age,event_pct_severity_score_age,events_endotype_age,events_four_domain_scores_age,events_severity_score_age,n_endotype_age,n_four_domain_scores_age,n_severity_score_age,delta_aic_severity_minus_endotype,delta_auc_endotype_minus_severity
strict_earliest_primary,strict_primary,CHARLS,7749.8459952550165,7594.120770517981,7654.413529976067,0.5689584875832949,0.6145141501410762,0.5985825470754207,43.15992292870906,43.15992292870906,43.15992292870906,2464,2464,2464,5709,5709,5709,-95.43246527894917,-0.029624059492125765
strict_earliest_primary,strict_primary,HRS,10056.25888810035,10022.119288763555,10128.973622987829,0.603105749470586,0.613276789475694,0.5901100204629548,76.82888208592843,76.82888208592843,76.82888208592843,7278,7278,7278,9473,9473,9473,72.7147348874787,0.01299572900763124
strict_earliest_primary,strict_primary,MHAS,7977.171248321511,7964.729059831924,8016.052252396829,0.5727396931765214,0.5775061416485963,0.5573790979038458,34.187490052522676,34.187490052522676,34.187490052522676,2148,2148,2148,6283,6283,6283,38.88100407531874,0.015360595272675637
strict_earliest_primary,strict_primary,SHARE,15579.341868237107,15495.437140685226,15606.480635416297,0.5932925872429464,0.6016764252481814,0.5948550001329569,35.37867586660095,35.37867586660095,35.37867586660095,4307,4307,4307,12174,12174,12174,27.138767179190836,-0.0015624128900104672
