analysis_set,analysis_tier,cohort,outcome,model_type,n,events,event_pct,aic,auc,converged,female_n,male_n,interaction_or,interaction_ci,interaction_p_value,scale_note
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,all_sex_lfo_severity_sex_interaction,11272,3127,27.741305890702627,12465.641900483628,0.675601618647307,1,5691,5581,1.1974378084242778,1.04 to 1.38,0.012866387949827682,all-sex baseline scale; not used for women-only profile construction
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,all_sex_lfo_severity_sex_interaction,9327,2453,26.29998927843894,9754.076667680305,0.713095013723821,1,5153,4174,0.8694472823936408,0.74 to 1.02,0.07852187748127716,all-sex baseline scale; not used for women-only profile construction
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,all_sex_lfo_severity_sex_interaction,15573,5520,35.44596416875361,18551.807907575894,0.7015557130541463,1,9431,6142,0.9756850713573748,0.87 to 1.09,0.6684226232800854,all-sex baseline scale; not used for women-only profile construction
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,all_sex_lfo_severity_sex_interaction,6734,1564,23.225423225423224,7114.89475463728,0.6163415732115738,1,3834,2900,0.8860348939472494,0.75 to 1.05,0.16786830203103864,all-sex baseline scale; not used for women-only profile construction
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,all_sex_lfo_severity_sex_interaction,9818,2250,22.9170910572418,9980.853391120108,0.6723742071881608,1,5443,4375,1.0118928508527885,0.86 to 1.19,0.8850266540461746,all-sex baseline scale; not used for women-only profile construction
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,all_sex_lfo_severity_sex_interaction,22246,2279,10.24453834397195,12578.990589904473,0.7619864461310701,1,12205,10041,1.1226349242142075,0.98 to 1.29,0.0993890999492825,all-sex baseline scale; not used for women-only profile construction
