analysis_set,analysis_tier,cohort,wave,n,n_classes,reference_bic,reference_entropy_separation,reference_mean_max_posterior,replicate_id,resample_design,adjusted_rand_index_vs_reference,mean_centroid_distance_vs_reference,max_centroid_distance_vs_reference,aligned_component_order,replicate_min_class_pct_on_full_data,replicate_entropy_separation_on_full_data,replicate_converged,skip_reason,source_note
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,100,nonparametric_bootstrap,1.0,0.0291,0.0524,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,101,nonparametric_bootstrap,1.0,0.0419,0.0519,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,102,nonparametric_bootstrap,0.43,0.8927,1.2951,"1,2,3",26.58,0.9991,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,103,nonparametric_bootstrap,0.9276,0.8623,1.4982,"1,2,3",6.01,0.9463,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,104,nonparametric_bootstrap,1.0,0.0439,0.0628,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,105,nonparametric_bootstrap,1.0,0.0378,0.067,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,106,nonparametric_bootstrap,1.0,0.0602,0.1073,"1,2,3",11.41,0.9996,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,107,nonparametric_bootstrap,1.0,0.0173,0.0341,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,108,nonparametric_bootstrap,1.0,0.0511,0.088,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,109,nonparametric_bootstrap,1.0,0.0555,0.0991,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,110,nonparametric_bootstrap,1.0,0.0483,0.0548,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,111,nonparametric_bootstrap,1.0,0.0482,0.07,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,112,nonparametric_bootstrap,1.0,0.0372,0.0854,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,113,nonparametric_bootstrap,1.0,0.0295,0.0488,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,114,nonparametric_bootstrap,1.0,0.0642,0.0859,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,115,nonparametric_bootstrap,1.0,0.0512,0.0703,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,116,nonparametric_bootstrap,1.0,0.0347,0.0505,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,117,nonparametric_bootstrap,1.0,0.0454,0.0588,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,118,nonparametric_bootstrap,1.0,0.0758,0.1261,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,119,nonparametric_bootstrap,1.0,0.0522,0.0896,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,120,nonparametric_bootstrap,1.0,0.0463,0.0581,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,121,nonparametric_bootstrap,1.0,0.0573,0.0861,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,122,nonparametric_bootstrap,1.0,0.0337,0.063,"1,2,3",11.41,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,123,nonparametric_bootstrap,1.0,0.0496,0.06,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,124,nonparametric_bootstrap,1.0,0.0397,0.0584,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,125,nonparametric_bootstrap,1.0,0.0651,0.1054,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,126,nonparametric_bootstrap,1.0,0.0394,0.0476,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,127,nonparametric_bootstrap,1.0,0.0593,0.0986,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,128,nonparametric_bootstrap,0.927,0.8154,1.4479,"1,2,3",6.3,0.9442,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,129,nonparametric_bootstrap,1.0,0.0337,0.0463,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,130,nonparametric_bootstrap,1.0,0.0454,0.0634,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,131,nonparametric_bootstrap,1.0,0.0458,0.06,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,132,nonparametric_bootstrap,1.0,0.0627,0.0898,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,133,nonparametric_bootstrap,0.43,0.8877,1.269,"1,2,3",26.58,0.9991,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,134,nonparametric_bootstrap,1.0,0.0588,0.0999,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,135,nonparametric_bootstrap,1.0,0.0543,0.0777,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,136,nonparametric_bootstrap,1.0,0.029,0.0378,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,137,nonparametric_bootstrap,1.0,0.0591,0.0867,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,138,nonparametric_bootstrap,1.0,0.0372,0.0509,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,139,nonparametric_bootstrap,1.0,0.0213,0.0409,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,140,nonparametric_bootstrap,1.0,0.0526,0.084,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,141,nonparametric_bootstrap,1.0,0.0584,0.0833,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,142,nonparametric_bootstrap,0.927,0.8379,1.5159,"1,2,3",6.03,0.9499,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,143,nonparametric_bootstrap,1.0,0.0356,0.0681,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,144,nonparametric_bootstrap,1.0,0.0273,0.0416,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,145,nonparametric_bootstrap,1.0,0.0236,0.0405,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,146,nonparametric_bootstrap,1.0,0.0395,0.07,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,147,nonparametric_bootstrap,1.0,0.0308,0.043,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,148,nonparametric_bootstrap,1.0,0.0289,0.0384,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,149,nonparametric_bootstrap,1.0,0.0508,0.1009,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,150,nonparametric_bootstrap,1.0,0.072,0.0887,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,151,nonparametric_bootstrap,1.0,0.0517,0.0719,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,152,nonparametric_bootstrap,1.0,0.062,0.1289,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,153,nonparametric_bootstrap,1.0,0.0543,0.0745,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,154,nonparametric_bootstrap,1.0,0.0665,0.1308,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,155,nonparametric_bootstrap,1.0,0.0628,0.0961,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,156,nonparametric_bootstrap,1.0,0.0535,0.0649,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,157,nonparametric_bootstrap,1.0,0.0412,0.0583,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,158,nonparametric_bootstrap,1.0,0.054,0.0957,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,159,nonparametric_bootstrap,1.0,0.0628,0.0967,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,160,nonparametric_bootstrap,1.0,0.0552,0.1046,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,161,nonparametric_bootstrap,1.0,0.0586,0.0795,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,162,nonparametric_bootstrap,1.0,0.0661,0.1023,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,163,nonparametric_bootstrap,1.0,0.0524,0.0888,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,164,nonparametric_bootstrap,1.0,0.0614,0.1027,"1,2,3",11.41,0.9996,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,165,nonparametric_bootstrap,1.0,0.0528,0.0774,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,166,nonparametric_bootstrap,1.0,0.0341,0.0472,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,167,nonparametric_bootstrap,1.0,0.0475,0.0666,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,168,nonparametric_bootstrap,1.0,0.0442,0.0949,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,169,nonparametric_bootstrap,0.43,0.8924,1.2917,"1,2,3",26.58,0.9991,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,170,nonparametric_bootstrap,1.0,0.0396,0.0664,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,171,nonparametric_bootstrap,1.0,0.039,0.0712,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,172,nonparametric_bootstrap,1.0,0.0487,0.0622,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,173,nonparametric_bootstrap,1.0,0.057,0.0711,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,174,nonparametric_bootstrap,1.0,0.0602,0.0916,"1,2,3",11.41,0.9996,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,175,nonparametric_bootstrap,1.0,0.0384,0.0708,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,176,nonparametric_bootstrap,0.9275,0.8604,1.5411,"1,2,3",6.0,0.9478,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,177,nonparametric_bootstrap,1.0,0.044,0.055,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,178,nonparametric_bootstrap,1.0,0.0533,0.0931,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,179,nonparametric_bootstrap,1.0,0.0344,0.0428,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,180,nonparametric_bootstrap,1.0,0.0729,0.1034,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,181,nonparametric_bootstrap,1.0,0.0615,0.0966,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,182,nonparametric_bootstrap,1.0,0.0536,0.0717,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,183,nonparametric_bootstrap,1.0,0.036,0.0506,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,184,nonparametric_bootstrap,1.0,0.0465,0.057,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,185,nonparametric_bootstrap,1.0,0.0366,0.0544,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,186,nonparametric_bootstrap,1.0,0.0719,0.1136,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,187,nonparametric_bootstrap,1.0,0.051,0.0907,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,188,nonparametric_bootstrap,1.0,0.0337,0.0623,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,189,nonparametric_bootstrap,1.0,0.0503,0.0883,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,190,nonparametric_bootstrap,1.0,0.0536,0.0775,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,191,nonparametric_bootstrap,1.0,0.0563,0.0969,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,192,nonparametric_bootstrap,1.0,0.0754,0.1284,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,193,nonparametric_bootstrap,1.0,0.0487,0.084,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,194,nonparametric_bootstrap,1.0,0.0486,0.0818,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,195,nonparametric_bootstrap,1.0,0.0378,0.0508,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,196,nonparametric_bootstrap,1.0,0.0317,0.0392,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,197,nonparametric_bootstrap,0.9275,0.8389,1.4283,"1,2,3",6.0,0.9428,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,198,nonparametric_bootstrap,1.0,0.0535,0.0735,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,199,nonparametric_bootstrap,1.0,0.0449,0.0618,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,CHARLS,1,6019,3,219.45,0.9997,1.0,200,nonparametric_bootstrap,1.0,0.0475,0.0546,"1,2,3",11.41,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,1,nonparametric_bootstrap,0.9997,0.0443,0.0835,"1,2,3,4,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,2,nonparametric_bootstrap,0.8737,0.4695,1.8074,"1,2,3,4,5",3.88,0.9993,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,3,nonparametric_bootstrap,0.8714,0.8072,2.5839,"1,2,3,4,5",5.36,0.9996,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,4,nonparametric_bootstrap,0.2847,1.2455,2.3695,"1,2,3,5,4",5.88,0.8267,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,5,nonparametric_bootstrap,0.7925,0.5195,0.953,"1,2,4,3,5",7.45,0.9818,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,6,nonparametric_bootstrap,0.8776,0.6429,2.5012,"1,2,3,4,5",1.88,0.9994,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,7,nonparametric_bootstrap,0.9997,0.0736,0.1422,"1,2,3,4,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,8,nonparametric_bootstrap,0.8489,0.5954,2.483,"1,2,3,4,5",6.14,0.966,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,9,nonparametric_bootstrap,0.9997,0.0535,0.0941,"1,2,3,4,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,10,nonparametric_bootstrap,0.8503,0.6314,1.19,"1,2,4,3,5",5.82,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,11,nonparametric_bootstrap,0.7834,0.8965,3.2821,"1,2,3,4,5",0.36,0.9572,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,12,nonparametric_bootstrap,0.7824,0.8662,3.2234,"1,2,3,4,5",0.54,0.9558,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,13,nonparametric_bootstrap,0.6534,0.7104,1.6092,"1,2,4,3,5",7.7,0.9046,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,14,nonparametric_bootstrap,0.8768,0.7025,2.6328,"1,2,3,4,5",2.33,0.9903,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,15,nonparametric_bootstrap,0.7395,0.4749,1.0392,"1,2,3,4,5",1.72,0.918,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,16,nonparametric_bootstrap,0.9997,0.0603,0.1153,"1,2,4,3,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,17,nonparametric_bootstrap,0.8197,0.3505,0.889,"1,2,4,3,5",3.88,0.9825,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,18,nonparametric_bootstrap,0.3308,0.9802,2.565,"1,2,3,4,5",5.34,0.8988,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
