analysis_set,analysis_tier,cohort,wave,n,n_classes,reference_bic,reference_entropy_separation,reference_mean_max_posterior,replicate_id,resample_design,adjusted_rand_index_vs_reference,mean_centroid_distance_vs_reference,max_centroid_distance_vs_reference,aligned_component_order,replicate_min_class_pct_on_full_data,replicate_entropy_separation_on_full_data,replicate_converged,skip_reason,source_note
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,96,nonparametric_bootstrap,0.8454,0.6983,1.0715,"1,3,2,4,5",7.72,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,97,nonparametric_bootstrap,0.8311,0.5668,2.0342,"1,2,3,4,5",7.11,0.9874,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,98,nonparametric_bootstrap,1.0,0.0558,0.0922,"1,2,3,4,5",3.77,0.9388,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,99,nonparametric_bootstrap,0.997,0.1304,0.2015,"1,2,3,4,5",4.43,0.9309,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,100,nonparametric_bootstrap,0.9999,0.0835,0.1917,"1,2,3,4,5",3.74,0.9459,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,101,nonparametric_bootstrap,0.977,0.3491,0.82,"1,2,3,4,5",3.07,0.9686,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,102,nonparametric_bootstrap,1.0,0.0451,0.0896,"1,2,3,4,5",3.77,0.94,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,103,nonparametric_bootstrap,0.8366,0.5895,2.0957,"1,2,3,4,5",7.22,0.9882,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,104,nonparametric_bootstrap,0.9788,0.5624,1.5604,"1,2,3,4,5",4.62,0.9881,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,105,nonparametric_bootstrap,0.9987,0.0555,0.1345,"1,2,3,4,5",3.77,0.9412,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,106,nonparametric_bootstrap,0.8383,0.6521,1.0967,"1,3,2,5,4",7.52,0.9982,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,107,nonparametric_bootstrap,0.9997,0.0768,0.1668,"1,2,3,4,5",3.77,0.9418,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,108,nonparametric_bootstrap,0.9997,0.099,0.2339,"1,2,3,4,5",3.77,0.9411,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,109,nonparametric_bootstrap,0.8366,0.541,2.0957,"1,2,3,4,5",7.22,0.9884,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,110,nonparametric_bootstrap,0.9904,0.6769,1.756,"1,2,3,4,5",3.51,0.9343,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,111,nonparametric_bootstrap,0.8369,0.6787,1.1064,"1,3,2,5,4",7.22,0.9983,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,112,nonparametric_bootstrap,0.8361,0.6806,1.12,"1,3,2,5,4",7.03,0.9984,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,113,nonparametric_bootstrap,0.9997,0.0744,0.166,"1,2,3,4,5",3.7,0.9416,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,114,nonparametric_bootstrap,1.0,0.0524,0.0908,"1,2,3,4,5",3.77,0.9462,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,115,nonparametric_bootstrap,0.9992,0.1056,0.1929,"1,2,3,4,5",3.74,0.9431,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,116,nonparametric_bootstrap,0.9782,0.2167,0.6668,"1,2,3,4,5",3.03,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,117,nonparametric_bootstrap,0.9781,0.3663,0.8915,"1,3,2,4,5",2.26,0.9768,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,118,nonparametric_bootstrap,0.9993,0.0469,0.0889,"1,2,3,4,5",3.77,0.9382,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,119,nonparametric_bootstrap,0.9781,0.4023,0.8908,"1,3,2,4,5",2.18,0.9751,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,120,nonparametric_bootstrap,1.0,0.0677,0.1737,"1,2,3,4,5",3.77,0.9448,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,121,nonparametric_bootstrap,0.9779,0.259,0.6434,"1,2,3,4,5",3.45,0.9727,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,122,nonparametric_bootstrap,1.0,0.1088,0.2366,"1,2,3,4,5",3.77,0.9485,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,123,nonparametric_bootstrap,0.8348,0.719,1.7044,"1,2,3,5,4",6.68,0.9987,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,124,nonparametric_bootstrap,1.0,0.0655,0.13,"1,2,3,4,5",3.77,0.9416,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,125,nonparametric_bootstrap,0.9781,0.3806,0.9475,"1,2,3,4,5",3.15,0.9739,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,126,nonparametric_bootstrap,0.8454,0.6789,1.0672,"1,3,2,4,5",7.72,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,127,nonparametric_bootstrap,0.977,0.3467,0.8009,"1,2,3,4,5",3.3,0.9685,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,128,nonparametric_bootstrap,0.8366,0.5622,2.0796,"1,2,3,4,5",7.22,0.9885,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,129,nonparametric_bootstrap,0.9999,0.1401,0.3217,"1,2,3,4,5",3.76,0.9458,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,130,nonparametric_bootstrap,0.3596,0.9344,1.3891,"2,1,3,4,5",2.39,0.96,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,131,nonparametric_bootstrap,0.9781,0.3452,0.8668,"1,2,3,4,5",3.25,0.9773,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,132,nonparametric_bootstrap,1.0,0.1559,0.3388,"1,2,3,4,5",3.77,0.9374,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,133,nonparametric_bootstrap,0.9782,0.4297,1.1288,"1,2,3,4,5",1.44,0.9808,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,134,nonparametric_bootstrap,0.9778,0.4143,0.9464,"1,3,2,4,5",2.41,0.9785,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,135,nonparametric_bootstrap,0.9993,0.0711,0.1793,"1,2,3,4,5",3.77,0.9413,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,136,nonparametric_bootstrap,1.0,0.0697,0.2092,"1,2,3,4,5",3.77,0.9409,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,137,nonparametric_bootstrap,0.9779,0.3652,0.9188,"1,2,3,4,5",3.04,0.9748,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,138,nonparametric_bootstrap,0.9752,0.2381,0.5881,"1,2,3,4,5",4.19,0.9805,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,139,nonparametric_bootstrap,0.9999,0.0535,0.0721,"1,2,3,4,5",3.76,0.9433,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,140,nonparametric_bootstrap,0.9777,0.359,0.9808,"1,2,3,4,5",3.76,0.9712,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,141,nonparametric_bootstrap,1.0,0.0791,0.1297,"1,2,3,4,5",3.77,0.9436,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,142,nonparametric_bootstrap,0.9781,0.3546,1.2194,"1,2,3,4,5",1.87,0.9753,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,143,nonparametric_bootstrap,1.0,0.0748,0.136,"1,2,3,4,5",3.77,0.9412,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,144,nonparametric_bootstrap,0.978,0.3136,0.8939,"1,2,3,4,5",3.13,0.9705,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,145,nonparametric_bootstrap,0.3597,0.9141,1.4249,"1,2,3,5,4",2.44,0.9613,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,146,nonparametric_bootstrap,0.8207,0.506,1.7681,"1,2,3,4,5",5.81,0.9908,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,147,nonparametric_bootstrap,0.9783,0.3786,0.9396,"1,2,3,4,5",3.48,0.9744,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,148,nonparametric_bootstrap,0.9781,0.3571,0.9661,"1,2,3,4,5",3.06,0.9717,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,149,nonparametric_bootstrap,0.9778,0.432,1.4052,"1,2,3,5,4",3.51,0.9766,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,150,nonparametric_bootstrap,1.0,0.0705,0.1466,"1,2,3,4,5",3.77,0.9431,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,151,nonparametric_bootstrap,0.9985,0.0829,0.1374,"1,2,3,4,5",3.73,0.9413,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,152,nonparametric_bootstrap,1.0,0.0799,0.1679,"1,2,3,4,5",3.77,0.9459,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,153,nonparametric_bootstrap,1.0,0.0891,0.1621,"1,2,3,4,5",3.77,0.9416,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,154,nonparametric_bootstrap,0.9781,0.2403,0.5236,"1,2,3,4,5",3.25,0.9747,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,155,nonparametric_bootstrap,0.8352,0.6939,1.1561,"1,3,2,5,4",6.79,0.9985,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,156,nonparametric_bootstrap,0.9779,0.3885,0.8734,"1,2,3,4,5",2.44,0.9736,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,157,nonparametric_bootstrap,0.9638,0.8896,3.1318,"1,2,3,4,5",0.43,0.9816,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,158,nonparametric_bootstrap,1.0,0.091,0.1427,"1,2,3,4,5",3.77,0.9342,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,159,nonparametric_bootstrap,1.0,0.0886,0.1909,"1,2,3,4,5",3.77,0.9424,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,160,nonparametric_bootstrap,0.9973,0.0965,0.1824,"1,2,3,4,5",3.76,0.9443,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,161,nonparametric_bootstrap,0.9779,0.4043,0.8899,"1,2,3,4,5",2.69,0.9742,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,162,nonparametric_bootstrap,0.9993,0.0551,0.0929,"1,2,3,4,5",3.76,0.9431,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,163,nonparametric_bootstrap,1.0,0.0598,0.1579,"1,2,3,4,5",3.77,0.9444,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,164,nonparametric_bootstrap,0.9781,0.3553,0.8292,"1,2,3,4,5",2.76,0.9737,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,165,nonparametric_bootstrap,0.9782,0.3617,1.01,"1,2,3,4,5",3.52,0.9764,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,166,nonparametric_bootstrap,0.8302,0.6477,1.1292,"1,4,2,3,5",5.88,0.9795,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,167,nonparametric_bootstrap,0.9998,0.1132,0.3224,"1,2,3,4,5",3.73,0.9417,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,168,nonparametric_bootstrap,0.9779,0.2824,0.9609,"1,2,3,4,5",4.34,0.9777,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,169,nonparametric_bootstrap,0.9778,0.3648,0.8431,"1,3,2,4,5",2.73,0.9734,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,170,nonparametric_bootstrap,1.0,0.072,0.1601,"1,2,3,4,5",3.77,0.9443,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,171,nonparametric_bootstrap,1.0,0.1252,0.2583,"1,2,3,4,5",3.77,0.9506,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,172,nonparametric_bootstrap,0.8364,0.5448,2.0876,"1,2,3,4,5",7.16,0.987,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,173,nonparametric_bootstrap,1.0,0.0751,0.1598,"1,2,3,4,5",3.77,0.9423,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,174,nonparametric_bootstrap,0.9777,0.2961,0.6844,"1,2,3,4,5",3.04,0.9732,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,175,nonparametric_bootstrap,1.0,0.0685,0.1173,"1,2,3,4,5",3.77,0.9375,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,176,nonparametric_bootstrap,0.9774,0.2451,0.551,"1,2,3,4,5",3.71,0.972,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,177,nonparametric_bootstrap,1.0,0.0519,0.1257,"1,2,3,4,5",3.77,0.9422,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,178,nonparametric_bootstrap,1.0,0.075,0.1464,"1,2,3,4,5",3.77,0.9404,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,179,nonparametric_bootstrap,0.9993,0.0598,0.1005,"1,2,3,4,5",3.77,0.9456,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,180,nonparametric_bootstrap,0.8366,0.5552,2.0634,"1,2,3,4,5",7.22,0.9876,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,181,nonparametric_bootstrap,0.9779,0.3363,0.9012,"1,2,3,4,5",3.48,0.9705,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,182,nonparametric_bootstrap,0.8214,0.5726,1.834,"1,2,3,4,5",5.81,0.9898,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,183,nonparametric_bootstrap,0.978,0.2452,0.5345,"1,2,3,4,5",3.37,0.9737,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,184,nonparametric_bootstrap,0.9948,0.1925,0.4996,"1,2,3,4,5",3.83,0.9342,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,185,nonparametric_bootstrap,0.9779,0.3789,0.9272,"1,2,3,4,5",2.87,0.9731,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,186,nonparametric_bootstrap,0.9997,0.0713,0.1452,"1,2,3,4,5",3.77,0.9418,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,187,nonparametric_bootstrap,0.9788,0.5792,1.5168,"1,2,4,3,5",4.77,0.9909,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,188,nonparametric_bootstrap,0.9776,0.2258,0.5439,"1,2,3,4,5",3.27,0.9711,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,189,nonparametric_bootstrap,0.9779,0.244,0.5895,"1,2,3,4,5",3.31,0.9739,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,190,nonparametric_bootstrap,0.7833,0.8233,1.4029,"1,3,2,5,4",3.51,0.9884,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,191,nonparametric_bootstrap,0.7833,0.8658,1.495,"1,3,2,5,4",3.51,0.9889,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,192,nonparametric_bootstrap,0.978,0.3574,0.9754,"1,2,3,4,5",3.43,0.9771,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,193,nonparametric_bootstrap,0.9783,0.3547,0.8815,"1,2,3,4,5",3.13,0.9733,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,194,nonparametric_bootstrap,0.9778,0.3787,0.9549,"1,2,3,4,5",3.09,0.9756,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,195,nonparametric_bootstrap,0.9999,0.0934,0.1485,"1,2,3,4,5",3.76,0.9359,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,196,nonparametric_bootstrap,0.9782,0.3394,1.0328,"1,2,3,4,5",3.51,0.9734,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,197,nonparametric_bootstrap,0.9762,0.259,0.5221,"1,2,3,4,5",4.19,0.9819,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,198,nonparametric_bootstrap,0.9957,0.2102,0.5769,"1,2,3,4,5",3.94,0.9448,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,199,nonparametric_bootstrap,0.9777,0.2418,0.5374,"1,2,3,4,5",3.65,0.9717,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,MHAS,1,6733,5,-71351.93,0.9984,0.9992,200,nonparametric_bootstrap,0.9779,0.3391,0.8361,"1,2,3,4,5",3.07,0.9739,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,SHARE,1,15721,4,-11357.53,0.9332,0.9737,1,nonparametric_bootstrap,0.3679,0.5365,0.7739,"1,2,3,4",7.25,0.9742,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,SHARE,1,15721,4,-11357.53,0.9332,0.9737,2,nonparametric_bootstrap,0.3668,0.5102,0.7911,"1,2,3,4",7.16,0.973,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,SHARE,1,15721,4,-11357.53,0.9332,0.9737,3,nonparametric_bootstrap,0.9971,0.0421,0.1358,"1,2,3,4",7.49,0.9349,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,SHARE,1,15721,4,-11357.53,0.9332,0.9737,4,nonparametric_bootstrap,0.9977,0.0626,0.1373,"1,2,3,4",7.12,0.9323,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,SHARE,1,15721,4,-11357.53,0.9332,0.9737,5,nonparametric_bootstrap,0.3669,0.5251,0.768,"1,2,3,4",7.35,0.9741,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,SHARE,1,15721,4,-11357.53,0.9332,0.9737,6,nonparametric_bootstrap,0.3672,0.5073,0.7426,"1,2,3,4",7.13,0.9751,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,SHARE,1,15721,4,-11357.53,0.9332,0.9737,7,nonparametric_bootstrap,0.3669,0.5073,0.7911,"1,2,3,4",7.33,0.9745,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,SHARE,1,15721,4,-11357.53,0.9332,0.9737,8,nonparametric_bootstrap,0.3677,0.5192,0.7793,"1,2,3,4",7.46,0.9727,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
